chr	start	end
chr10	98832551	98833010
chr11	37025001	37025410
chr9	95088051	95088160
chr1	87758601	87759110
chr8	17722001	17722510
chr3	125978301	125978660
chr19	52281101	52281510
chr3	51572551	51572960
chr1	25894751	25895110
chr6	158018651	158019160
chr12	109740201	109740610
chr10	99805501	99806010
chr9	116569551	116570160
chr20	3057451	3057810
chr7	158769701	158770160
chr3	195249001	195249460
chr1	155231401	155232060
chr12	32112601	32112910
chr14	25148051	25148610
chr1	195550151	195550460
chr1	80621051	80621460
chr17	54672101	54672360
chr6	29673451	29673810
chr22	28316201	28316360
chr5	114645451	114645860
chr19	55856001	55856210
chr2	108285751	108286160
chr15	99124951	99125310
chr3	193170151	193170510
chr1	14476001	14476310
chr8	89340851	89341310
chr6	161154051	161154510
chr7	76876501	76876910
chr16	27709651	27709910
chr12	55465851	55466310
chr6	108944101	108944310
chr12	56862151	56862610
chrX	46656001	46656460
chr11	86387551	86387910
chr12	81662301	81662710
chr4	110215251	110215510
chr9	86235601	86236110
chr1	89920651	89921110
chr12	15304351	15304860
chr14	52118251	52119060
chr2	178976801	178977410
chr7	105670451	105670710
chr11	46390901	46391460
chr6	47445651	47445860
chr7	120766901	120767210
chr5	122425301	122425660
chr8	124285801	124286860
chr13	28534351	28534910
chr1	200938851	200939010
chr6	133874801	133875160
chr3	99270451	99270760
chr1	220718301	220718760
chr12	59797001	59797460
chr2	185228101	185228160
chr1	144528601	144529510
chr13	33684001	33684310
chr7	149322551	149323010
chr19	56577701	56578260
chr9	16726201	16726410
chr1	16399551	16400460
chr16	79919351	79919510
chr22	37712801	37713310
chr17	19622751	19623060
chr19	43936951	43937460
chr1	41889101	41889460
chr5	138861201	138861810
chr3	30361201	30361560
chr3	178154451	178154860
chr7	97921101	97921360
chr5	179335701	179336010
chr5	72832601	72833160
chr2	218899401	218899810
chr8	49532751	49532860
chr20	37101051	37101460
chr3	108537301	108537560
chr4	110919901	110920360
chr6	154111151	154111460
chr4	84376701	84377010
chr3	12642651	12642860
chr3	19030101	19030510
chr1	145084751	145084860
chr11	128425601	128425810
chr10	14931401	14931660
chr19	51172601	51173010
chr19	56143601	56144210
chr12	8526401	8526560
chr14	65826301	65826560
chr4	158435901	158436160
chr20	6057951	6058410
chr12	132239851	132240160
chr14	64896651	64897160
chr1	176088701	176089110
chr13	87932401	87932760
chr8	75083751	75083960
chr3	45552951	45553410
chr3	126471001	126471460
chr16	75729701	75729960
chr11	26003551	26003960
chr1	72748401	72748760
chr14	24748851	24749160
chr20	43204951	43205160
chr5	173313251	173313460
chr13	110651501	110651810
chr19	18700251	18700460
chr2	171181001	171181510
chr3	194992101	194992710
chr10	62492901	62493460
chr3	58515301	58515610
chr10	18503851	18504360
chr9	14967501	14967760
chr21	46220901	46221360
chr9	82086501	82086860
chr16	89733551	89733760
chr9	87396351	87396760
chr22	47194351	47194960
chrX	38613351	38613760
chr6	87776101	87776560
chr1	120491151	120491710
chr8	124934351	124935110
chr20	38894701	38895210
chr3	49966651	49967310
chr8	55658051	55658160
chr6	3752151	3752560
chr2	133434651	133434910
chr1	223842901	223843210
chr10	54500551	54501160
chr21	38835351	38835810
chr19	39047401	39047760
chr16	75267651	75268210
chr11	122734351	122734860
chrX	13766001	13766410
chr8	42358801	42359160
chr17	42988451	42988760
chr3	64516051	64516560
chr1	150946751	150947110
chr3	163634701	163634860
chr10	72575351	72575860
chr1	40544151	40544610
chr3	24279451	24279910
chr10	94350501	94350810
chrX	142525201	142525660
chr15	74612951	74613410
chr2	173836651	173837210
chr5	149829301	149829910
chr3	51409401	51409810
chr1	43823701	43824110
chr11	58820851	58821210
chr14	75270951	75271310
chr3	172763601	172763860
chr16	770501	771310
chr17	53603701	53604210
chr4	149336751	149337010
chr1	44783801	44784410
chr1	204092501	204092910
chr18	19799701	19799860
chr9	115606901	115607410
chr4	2965151	2965610
chr9	131905151	131905710
chr1	235530651	235531160
chr1	155658551	155658860
chr2	241505301	241506210
chr10	57748951	57749310
chr14	79166801	79166810
chr10	16870101	16870510
chr1	40550351	40550710
chr6	12289501	12290060
chr1	36834551	36835060
chr5	176036951	176037510
chr10	85974351	85974710
chr10	35790901	35791160
chr1	188098051	188098310
chr1	205294301	205295210
chr2	129472501	129472710
chr10	81160151	81160610
chr7	48464301	48464810
chr12	56118351	56118760
chr17	15902801	15903110
chr12	14607001	14607460
chr8	22573501	22573960
chr20	9865351	9865660
chr9	5590001	5590410
chr20	6809401	6809960
chr19	18496801	18497310
chr2	59886751	59886960
chr11	87749551	87750010
chr9	112083101	112083660
chr13	38253301	38253460
chr8	121135601	121136810
chr9	124225301	124225710
chr14	30991101	30991510
chr5	53357551	53357710
chr10	51559501	51559660
chr13	38176851	38177360
chr5	136834751	136835310
chrX	128771401	128771910
chr20	43238501	43239110
chr17	43503201	43503410
chr14	68037951	68038460
chr16	71928201	71928410
chr10	101152101	101152610
chr9	5832751	5833410
chr14	88400601	88400810
chr1	97061801	97062210
chr19	45757301	45757560
chr12	117318751	117319160
chr1	227544951	227545410
chr4	178302151	178302410
chr1	169075301	169075660
chr12	53345951	53346310
chr16	46403551	46403910
chr1	222942551	222942910
chr14	91821301	91821560
chr16	31276551	31276810
chr2	53942701	53943110
chr2	241673301	241673560
chr4	126708951	126709110
chr10	54506001	54506310
chr6	31036651	31037010
chr8	73856201	73856660
chr5	14582351	14582610
chr16	66638601	66639160
chr4	78279451	78279910
chr2	159602101	159602560
chr15	49714051	49714560
chr4	5401551	5401960
chr13	25611351	25611810
chr16	81907401	81907910
chr3	56502551	56502910
chr16	87426901	87427110
chr5	31415201	31415410
chr1	26496051	26496710
chr14	21429401	21429760
chr17	66459051	66459560
chr15	73565651	73566160
chr11	36815151	36815360
chr5	42423251	42423810
chr7	38787551	38788310
chr5	95949651	95950160
chr7	81076651	81077110
chr10	129886601	129886860
chr9	119809051	119809310
chr1	205719501	205719760
chr9	102709801	102709860
chr3	128742801	128743110
chr15	68966301	68966810
chr20	35960801	35961010
chr19	34611901	34612360
chrX	129194451	129194960
chr19	3440101	3440460
chr20	17485351	17485960
chr15	91073151	91073410
chr12	109643601	109643860
chr2	217529251	217529560
chr17	7199601	7200160
chr11	74588251	74588510
chr11	124737551	124737960
chr4	89290351	89290760
chr11	46431601	46431910
chrX	21400901	21401210
chr14	20819201	20819260
chr17	46985701	46985960
chr15	41873301	41873610
chr1	17603151	17603560
chr1	220219601	220220260
chr3	170905501	170905910
chr1	156305901	156306560
chr14	77030901	77031060
chr1	146696801	146697060
chr17	53573951	53573960
chr12	59507451	59508110
chr14	39886251	39886460
chr17	43096501	43097010
chr2	235055251	235055510
chr11	27507401	27507910
chr8	128577251	128577660
chr1	115583201	115583410
chr4	6976001	6976560
chr20	58846651	58847060
chr22	51135051	51135510
chr1	222763101	222763410
chr7	15760451	15760960
chr4	142142501	142142810
chr14	71478301	71478510
chr19	30363151	30363310
chr7	77280851	77281310
chr19	16222001	16222510
chr21	32334401	32334660
chr5	81647551	81648060
chr20	10533951	10534510
chr2	26173801	26174310
chr16	77618051	77618560
chr7	1060401	1060710
chr12	6532651	6533110
chr1	7812801	7813310
chr16	14580751	14581110
chr17	62226001	62226360
chr6	26341751	26342210
chr3	142759151	142759460
chr22	24113151	24113510
chr11	43588901	43589360
chr6	71079001	71079460
chr12	50464201	50464760
chr8	6884301	6884660
chr1	18152601	18153010
chr2	85618301	85618810
chr12	105671901	105672060
chr19	19453451	19454010
chr12	116333101	116333460
chr11	92133051	92133160
chr13	78353551	78354010
chr3	181044401	181044810
chr18	45298951	45299460
chr16	88695151	88695460
chr1	11380151	11380660
chr12	102871051	102871210
chr17	57394301	57394610
chr4	61329801	61330210
chr17	59628501	59628960
chr20	37165001	37165210
chr5	115177751	115178010
chr7	44111701	44112510
chr10	102638151	102638660
chr11	5145251	5145710
chr11	37546901	37547260
chr8	81595101	81595610
chr3	159590151	159590460
chr1	145026151	145026610
chr2	133178801	133179110
chr17	17258151	17258710
chr20	25464801	25465210
chr11	34489751	34490210
chr11	77219201	77219410
chr12	57576701	57577210
chr17	65713701	65714160
chr12	123432151	123432410
chr8	102110851	102111160
chr1	202540651	202541510
chr10	131926001	131926460
chr14	69329851	69330310
chr2	172978401	172978710
chr11	93904801	93905310
chr1	91748201	91748710
chr8	10444701	10445260
chr3	170566101	170566510
chr22	25334651	25335160
chr9	126885101	126885460
chr10	123583351	123583960
chr9	77845051	77845210
chr3	156100251	156100660
chr5	106792901	106793060
chr12	22862251	22862610
chr1	227635401	227635760
chr8	67521551	67521960
chr6	152873701	152874160
chr3	87040351	87040660
chr3	196336101	196336560
chr1	228352901	228354610
chr3	47448351	47448510
chr8	131540001	131540410
chr10	4583401	4583760
chr15	72448301	72448810
chr10	81925001	81925260
chr8	114449801	114450460
chr11	67398001	67398510
chr3	141512401	141512610
chr22	47392551	47392810
chr3	168582701	168583210
chr3	120871401	120871760
chr3	196983701	196984110
chr2	101653001	101653410
chr6	79577451	79577860
chr2	233309051	233309610
chr8	9226451	9226910
chr4	20301201	20301510
chr7	101386451	101386860
chr7	25605351	25606060
chr14	95215101	95215560
chr16	47808651	47808810
chr15	42763751	42764210
chr1	26490551	26491160
chr19	19285701	19286260
chr4	26083451	26083960
chrX	134841651	134841960
chr17	17686301	17686710
chr18	51796651	51797110
chr18	19180651	19181310
chr5	44774401	44774810
chr19	54527051	54527560
chr14	38178601	38179010
chr5	162383701	162383860
chr2	2848001	2848260
chr11	9037101	9037560
chr6	106533851	106534460
chr11	34920651	34920910
chr1	220853401	220853960
chr14	21924351	21925060
chr6	66486351	66486610
chr1	205916051	205916560
chr16	22012251	22012760
chr3	153735851	153736310
chr10	112071051	112071560
chr19	2956351	2956810
chr1	203619551	203619960
chr2	68978801	68979310
chr7	155949501	155949910
chr5	158476801	158477210
chr6	41336401	41337110
chr8	86260501	86260810
chr2	219264301	219264560
chr1	229546851	229547060
chr8	144926051	144926460
chr7	6677301	6677710
chr10	49867951	49868210
chr9	75486501	75486960
chr12	111039951	111040410
chr6	151868501	151868710
chr17	17897651	17897960
chr17	61502651	61503210
chr1	208280801	208281410
chr3	197807051	197807910
chrX	8706651	8707060
chr9	33925151	33925560
chr3	196213201	196213510
chr9	114928351	114928660
chr1	209663251	209663910
chr1	207232851	207233210
chr11	32469801	32470060
chr8	141845051	141845310
chr1	40119101	40119660
chr8	102074951	102075510
chr20	18698851	18699110
chr21	48081101	48081510
chrX	106106251	106106710
chr12	93043651	93044160
chr5	80597351	80597610
chr7	100161401	100162010
chr13	75257651	75257860
chr16	10660601	10660810
chr1	167411301	167411960
chr2	175564701	175565160
chr8	57818551	57818760
chr2	148958951	148959310
chr4	63801	64160
chr19	34836751	34837210
chr6	29802651	29802960
chr6	138328051	138328510
chr20	15358901	15359110
chr5	158307551	158307760
chr3	112250201	112250560
chr12	1692551	1693160
chr16	15736501	15736810
chr14	100844101	100844560
chr3	164107951	164108110
chr17	77387751	77388260
chr9	140149601	140149910
chr8	117671651	117671860
chr10	26839651	26840060
chr1	224370451	224371710
chrX	100150351	100150760
chr6	44398801	44399260
chr8	146294901	146295260
chr8	70854451	70855060
chr8	48172051	48172260
chr20	23763101	23763310
chr10	126833601	126834060
chr12	6981351	6982060
chrX	91487151	91487610
chr10	104661201	104661560
chr2	69387101	69387560
chr12	6074951	6075460
chr17	66507701	66507960
chr21	41160201	41160610
chr12	21449651	21450160
chr5	147007551	147008110
chr4	59901	60610
chr5	151729051	151729710
chr1	223532101	223532560
chr11	8054651	8055160
chr2	190986701	190987060
chr2	43836401	43836860
chr1	61508551	61509110
chr1	197588151	197588610
chr2	122289551	122289810
chr4	128459951	128460360
chr6	11618801	11619110
chr12	53993451	53993710
chr2	127825551	127826110
chr1	202169201	202169560
chr14	32675301	32675560
chr7	86948101	86948260
chr3	90142151	90142610
chr1	203052601	203052960
chr13	113900451	113900760
chr1	221837801	221837910
chr3	194406551	194406760
chr8	18656351	18656760
chr2	66723301	66723660
chr5	78551751	78552210
chr8	131583651	131584010
chr3	20553251	20553710
chr1	11898601	11899160
chr4	75236501	75236960
chr12	87738501	87738860
chr14	105999201	105999460
chr15	100450201	100450510
chr19	8389301	8389510
chr12	551401	551860
chrX	12720551	12720960
chr5	50676401	50676860
chr3	154476051	154476410
chr3	53147801	53148360
chr9	108480701	108481110
chr17	61689501	61690010
chr2	583751	583960
chr1	1279451	1279710
chr7	45175651	45176260
chr10	53182351	53182760
chr2	239756751	239757010
chr6	153633751	153634160
chr3	74679801	74680110
chr8	37851151	37851510
chr5	79125151	79125410
chrX	16502401	16502560
chr1	201998401	201998660
chr7	43250901	43251310
chr6	69348101	69348610
chr15	40322451	40322910
chr5	138202801	138202960
chr1	22283651	22283960
chr2	118529801	118530210
chr19	15374801	15375310
chr17	77814301	77814610
chr5	142150751	142151010
chr1	180147801	180148510
chr17	27568651	27568860
chr19	4976451	4976860
chr19	4523201	4523760
chr19	44249301	44249810
chr6	152916651	152917060
chr17	79543751	79543910
chr6	36726851	36727410
chr4	72095401	72095860
chr3	111296601	111297010
chr3	30176701	30176960
chr1	201022351	201022710
chr3	70169501	70169910
chr2	128407151	128407760
chr15	85498501	85498960
chr2	59403951	59404110
chr3	133103251	133103710
chr2	162443051	162443510
chr15	100889751	100890860
chr3	46334801	46335160
chrX	136036251	136037460
chr3	184278901	184279460
chrX	48449901	48450160
chr7	120195001	120195410
chr5	150284501	150284810
chr2	168406951	168407310
chr4	151643951	151644360
chrX	110487501	110487860
chr19	17316051	17316510
chr4	110624051	110624510
chr6	91877601	91877960
chr1	62900001	62900210
chr12	96485701	96485960
chr2	81493201	81493660
chr4	176046701	176046910
chr11	58938801	58939810
chr1	3388301	3388760
chr19	41814301	41814960
chr6	41691351	41691510
chr15	68447251	68447710
chr10	19701451	19701860
chr1	234529051	234529310
chr3	87056001	87056410
chr5	107484301	107484760
chr3	113212901	113213310
chr1	151881651	151882260
chr2	178129851	178130410
chr3	107574601	107574910
chr20	25227701	25228160
chr2	135675701	135675960
chr9	84137801	84138260
chr4	141173751	141174760
chr10	80734401	80735010
chr11	63767851	63768260
chr7	81585901	81586210
chr16	11808401	11808860
chr1	22290401	22290860
chr16	30406601	30407260
chr3	107262651	107262910
chr7	4805851	4806060
chr18	9612151	9612660
chr5	133476001	133476710
chr3	128327101	128327610
chr1	230534301	230534510
chr6	74320151	74320610
chr12	71531801	71532060
chr1	201864601	201865610
chr14	94402551	94403060
chr17	76246801	76247610
chr2	47540251	47540510
chr19	35203551	35204010
chr1	111965451	111965760
chr5	157002501	157002910
chr12	118328051	118328260
chr12	27037801	27038310
chr14	35235301	35235660
chr16	3011651	3012310
chr9	21396101	21396460
chr14	57341101	57341510
chr6	159732701	159733010
chr1	20693651	20694010
chr1	203632351	203632660
chr15	52068351	52068860
chr1	172578501	172579110
chr7	24859751	24860310
chr2	231679351	231679710
chr20	36386851	36387160
chr10	118249501	118250110
chr8	125979351	125979560
chr3	52373501	52374010
chr19	50918001	50918410
chr2	113403001	113403410
chr5	137931101	137931460
chr3	188466801	188467210
chr8	69170151	69170410
chr16	46723851	46724310
chr1	225954651	225955160
chr19	46768451	46768960
chr8	11593901	11594260
chr22	43456201	43456610
chr9	124462351	124462810
chr3	130199751	130199810
chr2	230665751	230666310
chr7	54945401	54945710
chr9	17402451	17402560
chr22	36461801	36462710
chr22	20144401	20144910
chr18	49936251	49936410
chr18	72335401	72335760
chr20	60055251	60055460
chr11	4647401	4647810
chr12	63545801	63546260
chr20	17591951	17592660
chr5	149777251	149777560
chr14	56174051	56174460
chr17	46055701	46056160
chr5	134827751	134827960
chr3	178822901	178823210
chr3	100914951	100915310
chr6	33926351	33926710
chr5	89825801	89826310
chr5	18698601	18699060
chr2	215243301	215243510
chr17	72357551	72358010
chr10	91226251	91226660
chr15	68343651	68343910
chr19	18117701	18118310
chr2	171729601	171730160
chr10	65479651	65480260
chr10	49743901	49744160
chr22	30389901	30390310
chr19	47516151	47516660
chr6	3013901	3014060
chr16	9186101	9186560
chr1	114888851	114889660
chr3	114546351	114546710
chr4	100732901	100733360
chr9	96975751	96976210
chr12	86317501	86317960
chr11	128627251	128627460
chr3	133930651	133931110
chr11	120039601	120040260
chr7	5704901	5705460
chr11	56769201	56769560
chr6	80577801	80578260
chr11	73966751	73967260
chr19	6481951	6482260
chr6	52098951	52099410
chr12	56320351	56320960
chr10	61385701	61386210
chr12	7126001	7126560
chr17	41751101	41751610
chr6	16762751	16763660
chr4	104986101	104986560
chr2	233522951	233523310
chrX	101013951	101014360
chr13	96146301	96146860
chr16	50247801	50248260
chr6	37178151	37178660
chr2	169998201	169998710
chr16	53164251	53164760
chr9	100161351	100161910
chr19	48770251	48770660
chr15	84107351	84107860
chr12	98960551	98960960
chr9	79073751	79074160
chr3	196264201	196264610
chr8	132816401	132817010
chr8	111834401	111834610
chr6	56820651	56821060
chr18	34923201	34923660
chr2	200569301	200569760
chr11	78131301	78131760
chr12	125251351	125252010
chr7	22528451	22528910
chr2	135655551	135655960
chr17	46157551	46157960
chr7	156686001	156686560
chr5	39648851	39649210
chr4	42997301	42997810
chr2	101223201	101223760
chr19	14182801	14183310
chr9	27529051	27530060
chr1	6761601	6762260
chr14	27997501	27997960
chrX	54274751	54275110
chr6	52368151	52368310
chr9	6055051	6055610
chrX	119014801	119015210
chr10	27512701	27513210
chr8	117005051	117005260
chr20	33891451	33892060
chr1	162583301	162583910
chr6	32921001	32921360
chrX	73756001	73756310
chr18	3995451	3995910
chr7	151204301	151204510
chr1	145713401	145714160
chrX	29635951	29636060
chr3	52265401	52266010
chr2	54884701	54885160
chr15	71407401	71408160
chr8	1729401	1729810
chr7	82900551	82900860
chr10	111981401	111981710
chr17	71356251	71356510
chr6	131918651	131918910
chrX	19124101	19124310
chr20	4065751	4066410
chr20	34805251	34805560
chr11	117491951	117492310
chr7	95470201	95470610
chr11	47207901	47208260
chr1	54287201	54287360
chr22	18507001	18507610
chr9	16192101	16192610
chr1	117279851	117280360
chr10	52748451	52748860
chr1	19440101	19440560
chr8	144876801	144877110
chr17	25981551	25982310
chr7	4325951	4326160
chr20	61552551	61552960
chr11	24408101	24408510
chr11	72523901	72524510
chr11	67141601	67141960
chr10	95245551	95245710
chrX	18950151	18950460
chr5	37379051	37379460
chr16	66901651	66902160
chr14	100491551	100491960
chr15	68198801	68199010
chr8	24010901	24011210
chr1	67191651	67192160
chr14	105439001	105439410
chr12	6387651	6388360
chr14	31756001	31756310
chr8	11622901	11623410
chr1	24717701	24718210
chr5	90680551	90681160
chr12	41670801	41671260
chr9	73539801	73540310
chr6	98406101	98406360
chr7	128544601	128545110
chr1	176714251	176714460
chr11	79150951	79151260
chr10	18883701	18884060
chr1	11705701	11706160
chr2	210825701	210826160
chr4	47124651	47125160
chr8	49427051	49427560
chrX	101749501	101749860
chr5	150487751	150488060
chr16	82772351	82772660
chr6	11766501	11766660
chr1	47570551	47570760
chr5	93230451	93230860
chr2	177971051	177971260
chr17	77024601	77025010
chr1	48996351	48996810
chr9	133646301	133646760
chr9	99328901	99329660
chr11	94891951	94892260
chr1	172371051	172371310
chr20	3835701	3836160
chr8	20292701	20293260
chr10	61968401	61968860
chr1	204283501	204283710
chr1	8931551	8932010
chr4	123140001	123140260
chr6	108434601	108435110
chr16	75505601	75506110
chr17	16776501	16776960
chr1	222988201	222988610
chr11	13231801	13232310
chr1	155948351	155948610
chr22	18878301	18878660
chr2	30431151	30431660
chr14	74226101	74226710
chr13	113241701	113241910
chr6	163848901	163849210
chrX	13797201	13797360
chr11	59569951	59570460
chr13	28239551	28239860
chr12	82720701	82721160
chr1	92210651	92210710
chr1	158091351	158091960
chr11	33351251	33351710
chr14	22771451	22771860
chr5	57631351	57631710
chr22	31639201	31639560
chr1	244014101	244014360
chr1	93527751	93528160
chr1	171770301	171771160
chr1	145070901	145070960
chr12	54095501	54095960
chr1	114378351	114378710
chr6	135396201	135396410
chrX	95078851	95079110
chr9	32395751	32396110
chr17	4443601	4443860
chr14	45833701	45833810
chr15	69672801	69673010
chr8	10834601	10835060
chrX	10583901	10584410
chr10	119901	120310
chr6	38839651	38840210
chr2	48816301	48816710
chr16	46388251	46388760
chr2	238421351	238421910
chr1	182753651	182754260
chr8	75278301	75278810
chr17	35969451	35969860
chr3	190962101	190962360
chr19	1929151	1930460
chrX	49042751	49043110
chr8	76395551	76395960
chr12	111142551	111142910
chr1	156629501	156630360
chr7	100005201	100005610
chr9	77642651	77643410
chr3	86612501	86612910
chr6	98034351	98034510
chr1	219717651	219717860
chr1	149859851	149860510
chr16	28884851	28885310
chr12	121668001	121668560
chr12	65676701	65676960
chr17	73584951	73585760
chr8	124936901	124937160
chr5	172193351	172193460
chr2	57776651	57777060
chr18	6939551	6939710
chr9	459851	460160
chr11	68214601	68215160
chr5	145846251	145846710
chr1	61751251	61751460
chrX	84364301	84364510
chr19	4058351	4058760
chr11	77330601	77331060
chr4	14702001	14702160
chr22	20104551	20104760
chr11	58555851	58556310
chr1	219168351	219168560
chr9	127527101	127527410
chr17	61556151	61556760
chr17	56249801	56250210
chr1	16943701	16944060
chr16	19910601	19911060
chr4	78741001	78741210
chr9	139962151	139963010
chr19	54249601	54249860
chr1	179998101	179998310
chr9	74907101	74907560
chr6	125283851	125284360
chr2	125985551	125985960
chr2	147491651	147492060
chr1	202317701	202318310
chrX	24770501	24770910
chr17	49565101	49565610
chr15	42677651	42678110
chr1	225832351	225832410
chr1	23345651	23346110
chr6	47755701	47756410
chr1	218472651	218473310
chr14	51421451	51421960
chr3	75692301	75692510
chr1	86973651	86974110
chr3	195582801	195583060
chr7	72385551	72385960
chr6	120299401	120299860
chr1	238014301	238015010
chr5	58676251	58676710
chr1	220267451	220267660
chr11	62980151	62980560
chr17	48712001	48712610
chr18	43021051	43021510
chr8	8405101	8405410
chr4	149920001	149920210
chr6	84224551	84225010
chr12	110210101	110210510
chr1	237655701	237655960
chr1	160923851	160924510
chr1	150785501	150786010
chr6	26066101	26066560
chr1	231486101	231486510
chr3	190231451	190231910
chr5	32329451	32329910
chr4	163880351	163880560
chr1	158005651	158006360
chr1	92495801	92496110
chr3	161138651	161138810
chr1	201752701	201753060
chr2	189959001	189959410
chr20	48838051	48838310
chr7	132959951	132960060
chr6	33140451	33140810
chr5	76440301	76440810
chr20	2153151	2153660
chr12	111594201	111594410
chrX	105724451	105724960
chr9	20941101	20941460
chr22	36682451	36683010
chr16	51558951	51559360
chr15	59668951	59669260
chr19	8477751	8478160
chr11	27738451	27738760
chr14	20612151	20612410
chr14	74252651	74252960
chr3	104347001	104347460
chr2	190615751	190616210
chr5	138757901	138758460
chr4	54522601	54522810
chr6	78167451	78167860
chr5	71906901	71907410
chr3	15598951	15599460
chr1	154989651	154990710
chr8	120366201	120366810
chr10	17451151	17451560
chr2	23789601	23789960
chr12	42876401	42877110
chr19	13388751	13389210
chr5	66092801	66093010
chr15	41988251	41988560
chr3	49645351	49645660
chr12	6444801	6445160
chr1	186214001	186214310
chr6	107739351	107739710
chr12	27006551	27007110
chr18	13103451	13103710
chr3	34057001	34057260
chr11	29040201	29040410
chr4	142267301	142267710
chr17	41560851	41561460
chr13	96655601	96655910
chr11	67465801	67466010
chr2	222917651	222917810
chr6	84324651	84325110
chr22	42928851	42929210
chr10	64353701	64354210
chr6	3978401	3978860
chr21	31781201	31781610
chr4	160218301	160218560
chr16	57496251	57496810
chr1	93283851	93284310
chr14	52482351	52482710
chr14	30396201	30396710
chr8	82147451	82147960
chr7	116570451	116570910
chr10	120957901	120958310
chr1	47201451	47201810
chr1	36554001	36554710
chr6	30565101	30565460
chr5	127418751	127419110
chr18	41905851	41906310
chr1	206781201	206782010
chr13	24445751	24446210
chr2	182104201	182104410
chr5	177028601	177028960
chr18	51759301	51759460
chr2	70528251	70529510
chr11	65033701	65034060
chr2	9389701	9389960
chr4	184319751	184320210
chr15	29984801	29985060
chr6	17988001	17988410
chrX	41039351	41039910
chr1	221612751	221613110
chrX	102118601	102119060
chr11	9556551	9557060
chr16	15135651	15135760
chr14	23322101	23323160
chr18	52346751	52347210
chr1	54647351	54647760
chr15	69896401	69896610
chr17	57388301	57388760
chr16	48657051	48657610
chr6	14322251	14322560
chr6	3068451	3068710
chr4	155947201	155947560
chr11	12065651	12066210
chr1	17563451	17564060
chr11	28551151	28551560
chr16	84208851	84209260
chr20	31350101	31350510
chr5	78195601	78196110
chr17	9195451	9195860
chr10	98130151	98130760
chrX	64801801	64802210
chr6	98426951	98427160
chr3	141170901	141171210
chr9	35790201	35790760
chr8	24369001	24369460
chr10	42531751	42532160
chr7	133538451	133539010
chr1	235674951	235675360
chr5	151894301	151894810
chr22	33606051	33606610
chr17	7117201	7117460
chr5	126137501	126138010
chr3	181966151	181966510
chrX	17963201	17963610
chr18	77748051	77748360
chr1	27438551	27438910
chr14	91789851	91790410
chr1	235324051	235324260
chr4	15233001	15233560
chr4	153329701	153330110
chr3	107293551	107293860
chr3	64470051	64470510
chr3	67435201	67435560
chr7	105400601	105401110
chr7	36015451	36015910
chr8	126606151	126606610
chr5	157344901	157345460
chr14	105837101	105837560
chr5	89431751	89432010
chr13	44448651	44449110
chr11	93916851	93917410
chr5	95717351	95717410
chr3	172384551	172385060
chr11	72953551	72954110
chr14	77277251	77277710
chr1	182992451	182993460
chr1	189828501	189828910
chr5	118771101	118771560
chr10	71152201	71152760
chr11	61245001	61245660
chr16	27527151	27527610
chr17	79227051	79227510
chr22	38540051	38540360
chr5	52630901	52631260
chr16	23446701	23447210
chr7	150683101	150683560
chr18	57661601	57661960
chr5	22889851	22890210
chr2	127954501	127954860
chr7	95704651	95705310
chr5	98103751	98104310
chr19	4186351	4186860
chr22	26299351	26299560
chr12	38722151	38722460
chr3	16290851	16291260
chr11	45124551	45125110
chr17	56429601	56429860
chr11	36732751	36732960
chr2	45834751	45835260
chr22	28405251	28405760
chr7	149296051	149296360
chr8	87045401	87045910
chr6	25223651	25224160
chr10	26973701	26973910
chr3	141295301	141295660
chr1	94526901	94527410
chr9	81319151	81319360
chr8	87137251	87137710
chr1	6483301	6484010
chr12	122906551	122907060
chr11	66095701	66096510
chr9	136647201	136647710
chr15	74265201	74265710
chr10	29734351	29734760
chr7	42784951	42785360
chr17	13842601	13842860
chr1	183155151	183155660
chr3	133758351	133758710
chr4	119202051	119202460
chr12	54415451	54415760
chr2	165360801	165361110
chr11	123524501	123524710
chr12	7074151	7074660
chr7	91762901	91763410
chr17	29298051	29298510
chr18	28550101	28550610
chr12	69548301	69548860
chr11	12352751	12353260
chr3	185995351	185995610
chr7	156266101	156266610
chr11	47398251	47398510
chr12	80084301	80084710
chr2	65267751	65268210
chr4	83205951	83206810
chr3	19270651	19270860
chr19	33668251	33668760
chr2	45721751	45722260
chr20	3733551	3734110
chr17	9832151	9832560
chr14	50053551	50054110
chr4	8170001	8170310
chr3	196290101	196290310
chr22	35826751	35827260
chr10	70883351	70883710
chr1	247095001	247095760
chr5	54240051	54240560
chr17	43212551	43213310
chr11	64877701	64878210
chr7	123134201	123134660
chr15	42663451	42663610
chrX	108716651	108716860
chr1	68908701	68909160
chr11	85306351	85306710
chr4	177297151	177297560
chr14	105237251	105237610
chr15	100468551	100468960
chr1	994601	995110
chr1	19717751	19718260
chr18	45972901	45973410
chr4	160868151	160868610
chr2	161640651	161640860
chr13	35784551	35784660
chr13	27203451	27203710
chrX	101384451	101384810
chr4	147466201	147466660
chr1	230777601	230778610
chr3	172705101	172705410
chr2	46163451	46163960
chr6	16404051	16404360
chr1	31384151	31384660
chr4	89299951	89300460
chr9	74980651	74980860
chr9	131768851	131769560
chr5	164100251	164100810
chr13	50018101	50018360
chr11	73113851	73114160
chr15	63220401	63220710
chr8	107775151	107775710
chr4	152451951	152452310
chr1	192475851	192476160
chr4	131669001	131669360
